first_prot,Gene names,Protein names,Peptides,Potential contaminant,Razor unique peptides,Unique peptides,Molweight kDa,Score,Qvalue,Sequence coverage,MSMS Count,Protein IDs,Majority protein Ids
P62745,RHOB,Rho-related GTP-binding protein RhoB,5,,3,3,22.123,5.8446,0.0,33.2,22,P62745,P62745
P08134,RHOC,Rho-related GTP-binding protein RhoC,17,,9,8,22.006,36.743,0.0,81.9,263,P08134;Q5JR08;E9PQH6;Q5JR07;Q5JR05;Q5JR06;E9PN11;E9PLA2,P08134;Q5JR08;E9PQH6
Q9HBH0,RHOF,Rho-related GTP-binding protein RhoF,6,,6,6,23.625,15.048,0.0,32.2,21,Q9HBH0;Q9HBH0-2;V9GY67;F5GXB1;V9GYQ1;V9GYB3,Q9HBH0;Q9HBH0-2;V9GY67;F5GXB1
P84095,RHOG,Rho-related GTP-binding protein RhoG,13,,13,12,21.308,63.596,0.0,72.8,371,P84095,P84095
Q8IXI2,RHOT1,Mitochondrial Rho GTPase 1;Mitochondrial Rho GTPase,12,,11,11,70.783,24.962,0.0,22.7,65,Q8IXI2;Q8IXI2-3;H7BXZ6;Q8IXI2-4;Q8IXI2-5;Q8IXI2-2;Q8IXI2-7;Q8IXI2-6;K7EIQ7;J3QLG2;K7EP86;J3KSR5,Q8IXI2;Q8IXI2-3;H7BXZ6;Q8IXI2-4;Q8IXI2-5;Q8IXI2-2;Q8IXI2-7
Q8IXI1,RHOT2,Mitochondrial Rho GTPase 2,17,,17,16,68.117,106.96,0.0,40.9,216,Q8IXI1;H3BST5;I3L2C6;Q8IXI1-2;H3BU27;H3BUX4;H3BMP9;H3BVI5,Q8IXI1
Q8NHV9,RHOXF1,Rhox homeobox family member 1,5,,5,5,20.542,12.606,0.0,40.2,14,Q8NHV9,Q8NHV9
Q8TCX5,RHPN1,Rhophilin-1,4,,4,4,76.291,4.7646,0.0,5.9,8,Q8TCX5;Q8TCX5-2,Q8TCX5;Q8TCX5-2
Q8IUC4,RHPN2,Rhophilin-2,25,,25,25,76.992,63.928,0.0,46.5,137,Q8IUC4;Q8IUC4-2;A8MT19;K7EL35,Q8IUC4;Q8IUC4-2
Q9NPQ8,RIC8A,Synembryn-A,22,,1,1,59.709,4.5327,0.0,50.3,3,Q9NPQ8;Q9NPQ8-3;Q9NPQ8-2;H0YEN0;H0YE35;E9PSI0;E9PI04;H0YC88;E9PLE5;REV__E9PNP5,Q9NPQ8;Q9NPQ8-3;Q9NPQ8-2;H0YEN0
Q9NPQ8-4,RIC8A,Synembryn-A,22,,22,1,59.612,68.481,0.0,50.2,167,Q9NPQ8-4,Q9NPQ8-4
Q6R327,RICTOR,Rapamycin-insensitive companion of mTOR,15,,15,15,192.22,21.928,0.0,10.4,46,Q6R327;Q6R327-3;D6R9S6;Q6R327-4,Q6R327;Q6R327-3
Q5UIP0,RIF1,Telomere-associated protein RIF1,45,,45,45,274.46,98.699,0.0,23.2,202,Q5UIP0;Q5UIP0-2;H7C2B5;H7BZN3,Q5UIP0;Q5UIP0-2
Q5EBL4,RILPL1,RILP-like protein 1,6,,6,4,47.107,9.8329,0.0,13.9,13,Q5EBL4;Q5EBL4-2;G8JLD1;Q5EBL4-3;F5H6W5,Q5EBL4;Q5EBL4-2;G8JLD1;Q5EBL4-3
O15034,RIMBP2,RIMS-binding protein 2,2,,2,2,116.02,1.9123,0.0050337,2.9,2,O15034;F5H3X3;O15034-3;O15034-2,O15034;F5H3X3;O15034-3;O15034-2
Q13671,RIN1,Ras and Rab interactor 1,12,,12,2,84.098,33.825,0.0,20.4,27,Q13671,Q13671
Q8WYP3,RIN2,Ras and Rab interactor 2,4,,4,4,100.16,2.9704,0.00061207,4.8,5,Q8WYP3;Q8WYP3-2;E7EPJ1,Q8WYP3;Q8WYP3-2;E7EPJ1
Q06587,RING1,E3 ubiquitin-protein ligase RING1,11,,11,8,42.429,81.514,0.0,33.5,135,Q06587;Q06587-2,Q06587;Q06587-2
Q6NUQ1,RINT1,RAD50-interacting protein 1,8,,8,8,90.631,35.191,0.0,13.6,52,Q6NUQ1;C9J5S3,Q6NUQ1
Q9BRS2,RIOK1,Serine/threonine-protein kinase RIO1,7,,7,7,65.582,13.027,0.0,15.0,26,Q9BRS2,Q9BRS2
Q9BVS4,RIOK2,Serine/threonine-protein kinase RIO2,3,,3,3,63.282,3.47,0.00050511,7.1,3,Q9BVS4;Q9BVS4-2,Q9BVS4;Q9BVS4-2
O14730,RIOK3,Serine/threonine-protein kinase RIO3,2,,2,2,59.092,1.4913,0.0097691,6.4,2,O14730;B4E1Q4;O14730-2,O14730;B4E1Q4;O14730-2
Q13546,RIPK1,Receptor-interacting serine/threonine-protein kinase 1,18,,18,18,75.93,30.455,0.0,33.4,85,Q13546;Q13546-2,Q13546;Q13546-2
O43353,RIPK2,Receptor-interacting serine/threonine-protein kinase 2,14,,14,13,61.194,36.664,0.0,31.9,43,O43353;O43353-2;E7ERW9;E5RGK6,O43353;O43353-2
Q9Y572,RIPK3,Receptor-interacting serine/threonine-protein kinase 3,7,,7,7,56.887,27.942,0.0,20.7,22,Q9Y572;H0YJN5;G3V2L1;Q9Y572-3;Q9Y572-2,Q9Y572
Q13129,RLF,Zinc finger protein Rlf,5,,5,5,217.95,8.1296,0.0,3.1,13,Q13129,Q13129
Q6F5E8,RLTPR,Leucine-rich repeat-containing protein 16C,11,,11,11,154.69,20.503,0.0,10.1,14,Q6F5E8;Q6F5E8-2;R4GMZ7,Q6F5E8;Q6F5E8-2
Q96DB5,RMDN1,Regulator of microtubule dynamics protein 1,13,,13,8,35.808,27.566,0.0,43.9,122,Q96DB5;Q96DB5-2;E5RH53;Q96DB5-3;H0YB83;H0YC67;H0YB03;H0YC27;E5RGC8;H0YAP5,Q96DB5;Q96DB5-2;E5RH53;Q96DB5-3;H0YB83;H0YC67;H0YB03
Q96LZ7,RMDN2,Regulator of microtubule dynamics protein 2,6,,6,6,47.399,10.101,0.0,18.8,13,Q96LZ7;Q96LZ7-4;Q96LZ7-2;H7C2J3;A0A0A0MSD2;A0A0C4DFM4;F8WFC3;C9JUD5;C9JGB2;Q96LZ7-3,Q96LZ7;Q96LZ7-4;Q96LZ7-2;H7C2J3;A0A0A0MSD2;A0A0C4DFM4
Q96TC7,RMDN3,Regulator of microtubule dynamics protein 3,16,,16,16,52.118,168.68,0.0,36.6,235,Q96TC7;H0YMB1;Q96TC7-2;H0YLG5;H0YNE5;H0YLV7,Q96TC7;H0YMB1;Q96TC7-2
Q96E14,RMI2,RecQ-mediated genome instability protein 2,1,,1,1,15.865,4.2778,0.00013186,10.2,4,Q96E14;I3L2E0,Q96E14;I3L2E0
Q9NWS8,RMND1,Required for meiotic nuclear division protein 1 homolog,3,,3,3,51.603,8.5769,0.0,8.0,14,Q9NWS8;Q5SZ82;A0A087WXU0;Q9NWS8-2,Q9NWS8;Q5SZ82;A0A087WXU0;Q9NWS8-2
Q9H871,RMND5A,Protein RMD5 homolog A,6,,6,6,43.992,5.8438,0.0,17.9,9,Q9H871;Q9H871-2,Q9H871;Q9H871-2
P07998,RNASE1,Ribonuclease pancreatic,7,,7,7,17.644,55.147,0.0,56.4,38,P07998;G3V357,P07998;G3V357
P10153,RNASE2,Non-secretory ribonuclease,4,,4,4,18.354,14.223,0.0,21.7,30,P10153,P10153
P12724,RNASE3,Eosinophil cationic protein,7,,7,7,18.385,50.069,0.0,45.6,59,P12724,P12724
P34096,RNASE4,Ribonuclease 4,5,,5,5,16.84,12.0,0.0,34.7,31,P34096,P34096
O75792,RNASEH2A,Ribonuclease H2 subunit A,13,,13,13,33.395,32.747,0.0,47.8,98,O75792,O75792
Q5TBB1,RNASEH2B,Ribonuclease H2 subunit B,13,,13,13,35.138,28.035,0.0,41.0,55,Q5TBB1;A0A087WXR7;Q5TBB1-2;A0A087WZJ6,Q5TBB1;A0A087WXR7;Q5TBB1-2
Q8TDP1,RNASEH2C,Ribonuclease H2 subunit C,8,,8,8,17.84,29.315,0.0,60.4,62,Q8TDP1;Q8TDP1-2;E9PN81;H0YEF3;E9PKP0;H0YE52;H0YCP5,Q8TDP1;Q8TDP1-2;E9PN81;H0YEF3
O00584,RNASET2,Ribonuclease T2,11,,11,11,29.48,205.63,0.0,36.7,229,O00584;D6RHI9;A0A087WZM2;D6REQ6;H0YAE9;A0A087WWI1;O00584-2;J3QQ64,O00584;D6RHI9;A0A087WZM2;D6REQ6;H0YAE9
O15541,RNF113A,RING finger protein 113A,8,,8,8,38.787,20.44,0.0,21.6,35,O15541,O15541
Q9Y508,RNF114,E3 ubiquitin-protein ligase RNF114,16,,16,16,25.694,55.019,0.0,71.5,194,Q9Y508;A0A096LNV3;A0A096LP02;Q9Y508-2;A0A096LNT1;A0A096LNN8;A0A096LPF9,Q9Y508;A0A096LNV3;A0A096LP02;Q9Y508-2
Q5XPI4,RNF123,E3 ubiquitin-protein ligase RNF123,7,,7,7,148.51,7.8641,0.0,5.9,23,Q5XPI4;Q5XPI4-2;C9JS59;C9J266;F8WB91;C9JN91,Q5XPI4;Q5XPI4-2;C9JS59;C9J266
Q9BV68,RNF126,E3 ubiquitin-protein ligase RNF126,3,,3,3,35.584,7.4919,0.0,12.6,17,Q9BV68;Q9BV68-2;K7EIY6;U3KQF4;U3KPY8,Q9BV68;Q9BV68-2;K7EIY6;U3KQF4;U3KPY8
Q8WVD3,RNF138,E3 ubiquitin-protein ligase RNF138,1,,1,1,28.192,1.7012,0.0074308,4.1,1,Q8WVD3;J3KSI2;J3QKM8,Q8WVD3;J3KSI2;J3QKM8
Q9UBS8,RNF14,E3 ubiquitin-protein ligase RNF14,11,,11,11,53.837,12.685,0.0,25.9,22,Q9UBS8;Q9UBS8-2;E7EP22;D6RA38;D6RDU6;D6RBU3;D6R996;D6R988;D6RBK4;D6RAS4,Q9UBS8;Q9UBS8-2;E7EP22
Q9NTX7,RNF146,E3 ubiquitin-protein ligase RNF146,2,,2,2,38.95,3.0834,0.00049322,4.5,2,Q9NTX7;Q9NTX7-2,Q9NTX7;Q9NTX7-2
Q8NC42,RNF149,E3 ubiquitin-protein ligase RNF149,1,,1,1,43.164,4.5815,0.0,6.2,1,Q8NC42;F8WCD0,Q8NC42;F8WCD0
Q8NCN4,RNF169,E3 ubiquitin-protein ligase RNF169,11,,11,11,77.193,7.2192,0.0,18.1,18,Q8NCN4;H0YEQ1,Q8NCN4
Q96K19,RNF170,E3 ubiquitin-protein ligase RNF170,6,,6,6,29.814,15.756,0.0,22.1,35,Q96K19;Q96K19-2;Q96K19-3;E9PP55;Q96K19-5;Q96K19-4;Q96K19-6;E9PNG8,Q96K19;Q96K19-2;Q96K19-3;E9PP55;Q96K19-5;Q96K19-4;Q96K19-6
Q9P0P0,RNF181,E3 ubiquitin-protein ligase RNF181,4,,4,4,17.909,7.2544,0.0,22.9,30,Q9P0P0;C9J1C6;F8WBU5;C9J391;H7C426,Q9P0P0;C9J1C6;F8WBU5;C9J391;H7C426
Q99496,RNF2,E3 ubiquitin-protein ligase RING2,10,,7,7,37.655,26.701,0.0,32.7,50,Q99496;Q99496-2;X6RFN3,Q99496;Q99496-2;X6RFN3
Q5VTR2,RNF20,E3 ubiquitin-protein ligase BRE1A,34,,30,30,113.66,90.53,0.0,36.1,197,Q5VTR2;C9J0A5;C9JXC9;C9JWJ4,Q5VTR2
A0A0A0MTR7,RNF213,E3 ubiquitin-protein ligase RNF213,211,,211,210,591.4,323.31,0.0,46.0,1794,A0A0A0MTR7;Q63HN8;A0A0A0MTC1;Q63HN8-4;Q63HN8-5;Q63HN8-6;I3L3H9,A0A0A0MTR7;Q63HN8;A0A0A0MTC1;Q63HN8-4
Q8ND24,RNF214,RING finger protein 214,15,,15,15,77.667,67.935,0.0,30.7,107,Q8ND24;Q8ND24-2;E9PN76;E9PRE9,Q8ND24;Q8ND24-2;E9PN76
Q9NWF9,RNF216,E3 ubiquitin-protein ligase RNF216,2,,2,2,99.405,2.0597,0.0032411,3.0,2,Q9NWF9;Q9NWF9-1;Q9NWF9-3,Q9NWF9;Q9NWF9-1;Q9NWF9-3
Q5VTB9,RNF220,E3 ubiquitin-protein ligase RNF220,6,,6,6,62.765,11.411,0.0,14.8,20,Q5VTB9;Q5VTB9-3;Q5TDE7;Q5TDE8,Q5VTB9;Q5VTB9-3;Q5TDE7;Q5TDE8
Q96BH1,RNF25,E3 ubiquitin-protein ligase RNF25,2,,2,2,51.218,5.0059,0.0,7.0,4,Q96BH1,Q96BH1
Q96EP0,RNF31,E3 ubiquitin-protein ligase RNF31,22,,22,22,119.65,112.98,0.0,31.2,149,Q96EP0;H0YKX0;Q96EP0-3;A0A0B4J293;Q96EP0-2;H0YM13;H0YMG8;H0YM83;H0YNJ0;H0YMG4;H0YKI4;H0YNT1;H0YMN0;H0YNK5,Q96EP0;H0YKX0;Q96EP0-3;A0A0B4J293
H3BP71,RNF40,,40,,1,1,109.05,2.3022,0.0023482,39.2,4,H3BP71,H3BP71
O75150,RNF40,E3 ubiquitin-protein ligase BRE1B,40,,40,1,113.65,94.093,0.0,38.5,292,O75150;O75150-4;O75150-3;A0A087WTK2;H3BS50;H3BQ99;H3BUL6;I3L332,O75150;O75150-4;O75150-3
Q99942,RNF5,E3 ubiquitin-protein ligase RNF5,4,,4,4,19.881,9.0684,0.0,21.7,17,Q99942,Q99942
Q9UBF6,RNF7,RING-box protein 2,3,,3,3,12.683,23.328,0.0,38.1,38,Q9UBF6;Q9UBF6-4;F8WEU8;Q9UBF6-3;Q9UBF6-2,Q9UBF6;Q9UBF6-4
O60942,RNGTT,mRNA-capping enzyme;Polynucleotide 5-triphosphatase;mRNA guanylyltransferase,8,,8,8,68.556,6.8233,0.0,16.8,16,O60942;O60942-4;O60942-3;O60942-2,O60942;O60942-4;O60942-3;O60942-2
P13489,RNH1,Ribonuclease inhibitor,28,,28,28,49.973,323.31,0.0,85.2,963,P13489;H0YCR7;E9PIM9;E9PMJ3;E9PLZ3;E9PIK5;E9PMN0;E9PMA9;E9PR82;E9PMI1,P13489;H0YCR7
O43148,RNMT,mRNA cap guanine-N7 methyltransferase,18,,18,18,54.843,54.535,0.0,41.0,156,O43148;O43148-2;K7EP06;K7EPP5;K7ERH6,O43148;O43148-2;K7EP06
Q9HC36,RNMTL1,"rRNA methyltransferase 3, mitochondrial",6,,6,6,47.019,9.5678,0.0,13.3,37,Q9HC36;I3L0T6;I3L443,Q9HC36;I3L0T6
Q96LT9,RNPC3,RNA-binding protein 40,4,,4,4,58.574,2.1321,0.0029049,8.1,4,Q96LT9;Q96LT9-2;X6RLP6;H0YEB8,Q96LT9;Q96LT9-2;X6RLP6
Q9H4A4,RNPEP,Aminopeptidase B,41,,41,41,72.595,323.31,0.0,82.6,789,Q9H4A4;A6NKB8;C9JMZ3;A0A087WU27;A0A087WUS4;H7C2T3,Q9H4A4;A6NKB8
Q15287,RNPS1,RNA-binding protein with serine-rich domain 1,6,,6,6,34.208,14.325,0.0,19.0,182,Q15287;H3BV80;H3BMM9;H3BTC0;Q15287-3;Q15287-2;H3BPG5;H3BMS0;H3BRK4;H3BTV0;H3BNI3;H3BP82;H3BTR6;H3BUG0;H3BTY0;H3BNU7;H3BUL0,Q15287;H3BV80;H3BMM9;H3BTC0;Q15287-3;Q15287-2;H3BPG5;H3BMS0
Q9Y6N7,ROBO1,Roundabout homolog 1,4,,4,4,180.93,10.24,0.0,3.8,4,Q9Y6N7;A0A087WTM1;Q9Y6N7-6;Q9Y6N7-5;Q9Y6N7-4;Q9Y6N7-3;Q9Y6N7-2;A0A087WZ85;A0A0A0MSX4;Q9HCK4;F8WBR3;R4GMM8;F8W703;Q9HCK4-2;Q9HCK4-3,Q9Y6N7;A0A087WTM1;Q9Y6N7-6;Q9Y6N7-5;Q9Y6N7-4;Q9Y6N7-3;Q9Y6N7-2;A0A087WZ85;A0A0A0MSX4
Q13464,ROCK1,Rho-associated protein kinase 1,46,,39,39,158.17,69.779,0.0,32.0,192,Q13464;J3KRH6,Q13464
O75116,ROCK2,Rho-associated protein kinase 2,60,,60,53,160.9,159.96,0.0,45.6,412,O75116;E9PF63;Q14DU5;D6REE7;C9JFJ0,O75116;E9PF63
Q9GZN7,ROGDI,Protein rogdi homolog,3,,3,3,32.254,3.7015,0.00038353,15.0,8,Q9GZN7;K7EPS3;K7EL91;K7EMJ5;K7EPN1;K7ERP1;K7EJ96,Q9GZN7;K7EPS3;K7EL91;K7EMJ5;K7EPN1;K7ERP1
P60602,ROMO1,Reactive oxygen species modulator 1,2,,2,2,8.1828,9.8166,0.0,31.6,53,P60602;P60602-2,P60602;P60602-2
Q01974,ROR2,Tyrosine-protein kinase transmembrane receptor ROR2,10,,10,9,104.76,14.757,0.0,12.4,31,Q01974;B1APY4,Q01974;B1APY4
O75695,RP2,Protein XRP2,8,,8,8,39.641,30.603,0.0,19.7,82,O75695,O75695
Q8TA86,RP9,Retinitis pigmentosa 9 protein,3,,3,3,26.106,13.809,0.0,14.5,8,Q8TA86;C9J6V2,Q8TA86
P27694,RPA1,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed",37,,37,37,68.137,323.31,0.0,67.5,685,P27694;I3L4R8;I3L2M5;I3L524,P27694
P15927,RPA2,Replication protein A 32 kDa subunit,10,,10,10,29.247,103.23,0.0,69.6,225,P15927;P15927-2;P15927-3;Q5TEJ7;Q5TEJ0,P15927;P15927-2;P15927-3;Q5TEJ7
P35244,RPA3,Replication protein A 14 kDa subunit,9,,9,9,13.569,106.71,0.0,86.8,226,P35244;B5MC59,P35244;B5MC59
Q86UA6,RPAIN,RPA-interacting protein,2,,2,2,24.784,4.0895,0.00013074,15.1,3,Q86UA6;A0A0B4J1T3;A0A0A0MSE7;Q86UA6-8;F5H3Q7;B3KTT3;A0A0A0MR35;E9PDG9;Q86UA6-6;Q86UA6-5;Q86UA6-7;Q86UA6-3;Q86UA6-4;Q86UA6-9;Q86UA6-2,Q86UA6;A0A0B4J1T3;A0A0A0MSE7;Q86UA6-8;F5H3Q7;B3KTT3;A0A0A0MR35;E9PDG9;Q86UA6-6;Q86UA6-5;Q86UA6-7;Q86UA6-3;Q86UA6-4;Q86UA6-9;Q86UA6-2
Q9BWH6,RPAP1,RNA polymerase II-associated protein 1,14,,14,3,152.75,42.672,0.0,15.7,35,Q9BWH6;Q9BWH6-2;Q9BWH6-3;H3BTJ6;H3BPM3,Q9BWH6;Q9BWH6-2
Q8IXW5,RPAP2,Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2,6,,6,6,69.508,5.8171,0.0,11.6,19,Q8IXW5;Q8IXW5-2,Q8IXW5;Q8IXW5-2
Q9H6T3,RPAP3,RNA polymerase II-associated protein 3,20,,20,20,75.718,90.979,0.0,34.7,209,Q9H6T3;Q9H6T3-2;Q9H6T3-3,Q9H6T3;Q9H6T3-2;Q9H6T3-3
Q96AT9,RPE,Ribulose-phosphate 3-epimerase,6,,6,6,24.927,88.478,0.0,39.0,167,Q96AT9;Q96AT9-2;C9J6A7;Q96AT9-5;Q96AT9-3;Q96AT9-4;C9J9T0;C9IZU8;C9IYE8;E7ESZ6;C9J8S0;C9JCL8;Q2QD12;F8WBT4;E9PBG9,Q96AT9;Q96AT9-2;C9J6A7;Q96AT9-5;Q96AT9-3;Q96AT9-4;C9J9T0;C9IZU8;C9IYE8;E7ESZ6;C9J8S0
Q9H9Y2,RPF1,Ribosome production factor 1,6,,6,6,40.11,6.3182,0.0,22.6,8,Q9H9Y2,Q9H9Y2
Q9H7B2,RPF2,Ribosome production factor 2 homolog,13,,13,13,35.582,30.074,0.0,37.3,97,Q9H7B2;Q5VXN0,Q9H7B2;Q5VXN0
P49247,RPIA,Ribose-5-phosphate isomerase,13,,13,13,33.269,63.907,0.0,50.5,150,P49247,P49247
F8W7C6,RPL10,,15,,2,2,18.565,7.5678,0.0,71.2,28,F8W7C6;A0A087WV22,F8W7C6;A0A087WV22
P27635,RPL10,60S ribosomal protein L10,17,,17,4,24.604,204.2,0.0,63.1,851,P27635;X1WI28;H7C123;H7C2C5;Q96L21;B8A6G2;A6QRI9;H7C2U2,P27635;X1WI28
P62906,RPL10A,60S ribosomal protein L10a,19,,19,19,24.831,237.41,0.0,73.7,907,P62906,P62906
P62913,RPL11,60S ribosomal protein L11,20,,20,20,20.252,132.2,0.0,81.5,511,P62913;P62913-2;Q5VVC8;Q5VVC9,P62913;P62913-2;Q5VVC8;Q5VVC9
P30050,RPL12,60S ribosomal protein L12,11,,11,11,17.818,224.32,0.0,67.9,557,P30050;P30050-2,P30050;P30050-2
P26373,RPL13,60S ribosomal protein L13,21,,21,21,24.261,152.05,0.0,54.0,737,P26373;P26373-2;J3QSB4;J3KS98;H3BTH3;H3BUK8,P26373;P26373-2;J3QSB4
P40429,RPL13A;RPL13a,60S ribosomal protein L13a,21,,21,21,23.577,97.435,0.0,57.1,606,P40429;M0QYS1;Q8J015;Q6NVV1;M0QZU1;A0A096LPE0,P40429;M0QYS1;Q8J015
P50914,RPL14,60S ribosomal protein L14,16,,16,16,23.432,46.26,0.0,62.8,417,P50914;E7EPB3,P50914;E7EPB3
P61313,RPL15,60S ribosomal protein L15;Ribosomal protein L15,19,,19,19,24.146,115.98,0.0,62.7,617,P61313;E7EQV9;E7ENU7;E7EX53;P61313-2;E7ERA2,P61313;E7EQV9;E7ENU7
P18621,RPL17;RPL17-C18orf32,60S ribosomal protein L17,14,,14,14,21.397,140.59,0.0,64.7,660,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621-3;J3QLC8;J3KRB3;A0A087WWH0;J3QS96;A0A0A0MRF8;P18621-2;A0A087WY81;J3KSJ0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621-3;J3QLC8;J3KRB3;A0A087WWH0;J3QS96;A0A0A0MRF8;P18621-2;A0A087WY81
Q07020,RPL18,60S ribosomal protein L18,15,,15,15,21.634,98.975,0.0,53.7,581,Q07020;J3QQ67;G3V203;H0YHA7;Q07020-2;F8VUA6;F8VYV2;A0A075B7A0;F8VXR6,Q07020;J3QQ67;G3V203;H0YHA7;Q07020-2;F8VUA6;F8VYV2;A0A075B7A0
Q02543,RPL18A,60S ribosomal protein L18a,18,,18,18,20.762,102.24,0.0,71.0,566,Q02543;M0R117;M0R3D6;M0R1A7;M0R0P7,Q02543;M0R117;M0R3D6;M0R1A7;M0R0P7
P84098,RPL19,60S ribosomal protein L19;Ribosomal protein L19,17,,17,17,23.466,66.26,0.0,46.4,445,P84098;J3QR09;J3KTE4;J3QL15,P84098;J3QR09;J3KTE4;J3QL15
P46778,RPL21,60S ribosomal protein L21,13,,13,13,18.565,84.005,0.0,60.6,405,P46778;M0R181;G3V1B3;M0R3I5,P46778;M0R181;G3V1B3
P35268,RPL22,60S ribosomal protein L22,10,,10,8,14.787,80.608,0.0,71.1,190,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7;K7EJT5,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7
Q6P5R6,RPL22L1,60S ribosomal protein L22-like 1,5,,3,3,14.606,4.3941,0.00013256,32.8,5,Q6P5R6;C9JYQ9;H0Y8C2,Q6P5R6;C9JYQ9;H0Y8C2
P62829,RPL23,60S ribosomal protein L23,13,,13,13,14.865,119.95,0.0,62.1,932,P62829;C9JD32;J3KT29;B9ZVP7;J3KTJ3;J3QQT9,P62829;C9JD32;J3KT29;B9ZVP7
P62750,RPL23A,60S ribosomal protein L23a,17,,17,16,17.695,60.209,0.0,64.1,614,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7
P83731,RPL24,60S ribosomal protein L24,17,,17,17,17.779,62.682,0.0,55.4,479,P83731;C9JNW5;C9JXB8,P83731;C9JNW5;C9JXB8
P61254,RPL26,60S ribosomal protein L26,12,,11,3,17.258,79.598,0.0,53.8,529,P61254;J3QRI7;J3QQQ9;J3QQV1;J3QRC4;J3KTJ8;J3KSS0;J3KS10,P61254;J3QRI7;J3QQQ9;J3QQV1;J3QRC4;J3KTJ8
Q9UNX3,RPL26L1,60S ribosomal protein L26-like 1,12,,3,3,17.256,5.2706,0.0,53.8,50,Q9UNX3;E5RIT6;E5RHH1,Q9UNX3;E5RIT6
P61353,RPL27,60S ribosomal protein L27,9,,9,9,15.798,63.282,0.0,54.4,338,P61353;K7ELC7;K7EQQ9;K7ERY7,P61353;K7ELC7
P46776,RPL27A,60S ribosomal protein L27a,10,,10,10,16.561,59.471,0.0,50.7,379,P46776;E9PLL6;E9PJD9;E9PLX7;H0YF34;E9PKT2,P46776;E9PLL6;E9PJD9;E9PLX7
P46779,RPL28,60S ribosomal protein L28,14,,14,14,15.747,40.224,0.0,65.7,403,P46779;H0YKD8;P46779-2;P46779-3;H0YMF4;P46779-4;P46779-5;H0YLP6,P46779;H0YKD8;P46779-2;P46779-3;H0YMF4;P46779-4;P46779-5
P47914,RPL29,60S ribosomal protein L29,10,,10,10,17.752,14.824,0.0,38.4,196,P47914;F8WF43;C9IYI4,P47914
P39023,RPL3,60S ribosomal protein L3,34,,34,34,46.108,313.22,0.0,65.5,1253,P39023;G5E9G0;H7C422;H7C3M2;B5MCW2;F8WCR1;Q92901,P39023;G5E9G0;H7C422;H7C3M2;B5MCW2
P62888,RPL30,60S ribosomal protein L30,8,,8,8,12.784,142.66,0.0,66.1,568,P62888;E5RI99;A0A0B4J213;A0A0C4DH44;E5RJH3,P62888;E5RI99
P62899,RPL31,60S ribosomal protein L31,13,,13,13,14.463,66.742,0.0,60.0,357,P62899;P62899-3;P62899-2;C9JU56;B7Z4E3;B7Z4C8;H7C2W9;B8ZZK4,P62899;P62899-3;P62899-2;C9JU56;B7Z4E3;B7Z4C8;H7C2W9;B8ZZK4
P62910,RPL32,60S ribosomal protein L32,13,,13,13,15.86,52.746,0.0,68.9,441,P62910;F8W727;D3YTB1;D3YTI8,P62910;F8W727;D3YTB1
P49207,RPL34,60S ribosomal protein L34,8,,8,8,13.293,19.794,0.0,46.2,223,P49207,P49207
P42766,RPL35,60S ribosomal protein L35,10,,10,10,14.551,24.126,0.0,47.2,141,P42766;F2Z388,P42766;F2Z388
P18077,RPL35A,60S ribosomal protein L35a,18,,18,18,12.538,26.165,0.0,80.9,486,P18077;C9K025;F8WBS5;F8WB72,P18077;C9K025;F8WBS5;F8WB72
Q9Y3U8,RPL36,60S ribosomal protein L36,11,,11,11,12.254,42.608,0.0,51.4,263,Q9Y3U8;J3QSB5;J3KTD3,Q9Y3U8;J3QSB5
P83881,RPL36A;RPL36A-HNRNPH2,60S ribosomal protein L36a,7,,7,2,12.441,18.354,0.0,42.5,161,P83881;H0Y5B4;H7BZ11;J3KQN4;H7BY91;H0Y3V9;R4GN19,P83881;H0Y5B4;H7BZ11;J3KQN4
Q969Q0,RPL36AL,60S ribosomal protein L36a-like,7,,2,2,12.469,2.7288,0.0012064,42.5,27,Q969Q0,Q969Q0
P61927,RPL37,60S ribosomal protein L37,6,,6,6,11.078,4.9741,0.0,39.2,46,P61927;D6R9X9;D6RG19,P61927
P61513,RPL37A,60S ribosomal protein L37a,7,,7,7,10.275,59.097,0.0,66.3,349,P61513;Q6P4E4;E9PEL3;G5E9R3;C9J4Z3;M0R0A1;M0R2L6;A6NKH3,P61513;Q6P4E4;E9PEL3;G5E9R3;C9J4Z3;M0R0A1;M0R2L6
P63173,RPL38,60S ribosomal protein L38,3,,3,3,8.2178,5.2955,0.0,38.6,114,P63173;J3KT73;J3QL01;J3KSP2,P63173;J3KT73;J3QL01
